"Dataset_ID","Project","Event_LegacyPollen 1.0","Event","Event_Neotoma","Neotoma_DOI","Neotoma_comment","Data_Source","Site_ID","Site_Name","Site_Name_Clean","Latitude","Longitude","Elevation","Continent","Basin_Type","Data_Type","Number_Pollen_Samples","AgeModel_Source","Number_Datings","minimum_meanAge","maximum_meanAge","mean_resolution_meanAge","range_meanAge","Site_Description","Submission_Pollendata","Publication_1","Publication_DOI_1","Publication_2","Publication_DOI_2","Publication_3","Publication_DOI_3","Publication_4","Publication_DOI_4","Publication_5","Publication_DOI_5","Publication_6","Publication_DOI_6","Publication_7","Publication_DOI_7","Publication_8","Publication_DOI_8","Basin_Area","Basin_Source","Basin_Comment"
22835,"LegacyPollen_1.0","MSUSZEK","MSUSZEK","MSUSZEK","10.21233/6kgm-zr91","","Neotoma (last access: 1 April 2021)",14565,"Maly Suszek","Maly Suszek",53.72,17.77,115,"Europe","Lake","Raw",144,"AWI",10,24,13805,96.4,13781,"A dystrophic lake. Surrounding vegetation: Swamp pine forest, meadows, arable lands.",NA,"Miotk-Szpiganowicz, G., 1992. The history of vegetation of Bory Tucholskie and the role of man in the light of palynological investigations. Acta Paleobotanica, 32(1), pp.39- 122.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98672.25,"GIS","l, GE, L2,"
22842,"LegacyPollen_1.0","PILLON","PILLON","PILLON","10.21233/r8zp-ww92","","Neotoma (last access: 1 April 2021)",14569,"Pillon Gsteig-Diablerets","Pillon Gsteig-Diablerets",46.35972,7.198611,1686,"Europe","Lake","Raw",53,"AWI",10,-12,11718,225.6,11730,"SW-exposed mire in depression on slope. Physiography: Mountain. Surrounding vegetation: Grassland and forest.","1964-01-01 00:00:00","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue de Paleobiologie, 16(2), pp.433-480.",NA,"Welten, M., 1982. Vegetationsgeschichtliche Untersuchungen in den westlichen Schweizer Alpen: Bern-Wallis. Denkschriften der Schweizerischen Naturforschenden Gesellschaft, Vol. 95. DSNG 95. Textheft 104 pp., Diagrammheft 37 diagrams.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10697.65,"GIS","l, GE, L2,"
22845,"LegacyPollen_1.0","ZPEAT76_neotoma","ZPEAT76_neotoma","ZPEAT76","10.21233/vkd7-vh44","","Neotoma (last access: 1 April 2021)",14571,"Zarnowiec Peat Bog","Zarnowiec Peat Bog",54.72321,18.10602,5,"Europe","Peat","Raw",86,"AWI",8,1300,13052,138.3,11752,"Mire filling a lake channel. Physiography: Channel lake of glacial origin. Surrounding vegetation: Beech, oak and pine forests.","1976-11-01 00:00:00","Latalowa, M. 1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22, pp.47-63.",NA,"Latalowa, M., 1982. Postglacial vegetational changes in the eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22(2), pp.179-249.",NA,"Ralska-Jasiewiczowa, M., and Latalowa, M., 1996. Poland. In: Editors. Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe ed. by B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright (pp.403-472). J. Wiley and Sons, Chichester.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6000203.20731483,"FIXED_100","Chenhzi: publication. Lake shapes: ? check in gis. It is definitely a lake."
22847,"LegacyPollen_1.0","PUSZDARZ","PUSZDARZ","PUSZDARZ","10.21233/q2tc-z758","","Neotoma (last access: 1 April 2021)",14572,"Darzlubie Forest","Darzlubie Forest",54.70555,18.16208,40,"Europe","Peat","Raw",80,"AWI",13,18,11538,145.8,11520,"Fen in Dobre lake channel, 100 m broad. Physiography: Outwash plain. Surrounding vegetation: Planted pine forests.","1978-11-01 00:00:00","Latalowa, M. 1982. Major aspects of the vegetational history in the Eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22, pp.47-63.",NA,"Latalowa, M., 1982. Postglacial vegetational changes in the eastern Baltic coastal zone of Poland. Acta Palaeobotanica, 22(2), pp.179-249.",NA,"Latalowa, M., 1989. Type Region Pt: Baltic Coastal Zone. Acta Palaeobotanica, 29(2), pp.103-108.",NA,"Ralska-Jasiewiczowa, M., and Latalowa, M., 1996. Poland. In: Editors. Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe ed. by B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright (pp.403-472). J. Wiley and Sons, Chichester.",NA,NA,NA,NA,NA,NA,NA,NA,NA,31415.9265358979,"FIXED_100","Chenhzi: publication. Lake shapes: ? special type forest"
22849,"LegacyPollen_1.0","LAKERACZ","LAKERACZ","LAKERACZ","10.21233/f70k-ey12","","Neotoma (last access: 1 April 2021)",14573,"Lake Racze","Lake Racze",53.96802,14.60637,-9,"Europe","Lake","Raw",89,"AWI",11,-23,12847,146.2,12870,"Eutrophicated 'Lobelia-lake'. Physiography: Kettle-hole lake within kame terrace. Surrounding vegetation: Pastures and fields.","1984-10-01 00:00:00","Latalowa, M., 1992. Forest changes at the Mesolithic/Early Neolithic transition and in the migration period on Wolin Island (NW Poland). Palaeoclimate Res, 8, pp.139-156.",NA,"Latalowa, M., 1992. Man and vegetation in the pollen diagrams from Wolin Island (NW Poland). Acta Palaeobotanica, 32(1), pp.123-249.",NA,"Latalowa, M., 1992. The last 1500 years on Wolin Island (NW Poland) in the light of palaeobotanical studies. Review of palaeobotany and palynology, 73(1-4), pp.213-226.","https://doi.org/10.1016/0034-6667(92)90059-P","Latalowa, M., 1989. Type Region Pu: Baltic shore, W part Wolin Island. Acta Palaeobotanica, 29(2), pp.115-120.",NA,"Rybak, M., 1987. Fossil chrysophycean cyst flora of Racze Lake, Wolin Island (Poland) in relation to paleoenvironmental conditions. Hydrobiologia, 150(3), pp.257-272.","https://doi.org/10.1007/BF00008707","Rybak, M., Rybak, I. and Zadrozna, M., 1987. Paleolimnology of a small oligotrophic lake on Wolin Island, Baltic Sea, Poland. Hydrobiologia, 146(2), pp.169-179.","https://doi.org/10.1007/BF00008765",NA,NA,NA,NA,36219.25,"GIS","l, GE, L2,"
22851,"LegacyPollen_1.0","WOLIN2_neotoma","WOLIN2_neotoma","WOLIN2","10.21233/pxem-ce07","","Neotoma (last access: 1 April 2021)",14574,"Wolin II","Wolin II",53.85885,14.61586,5,"Europe","Peat","Raw",56,"AWI",9,-23,8114,147.9,8137,"Fen, pits after peat cutting. Physiography: Mire complex along the river bank. Surrounding vegetation: Meadows, pastures and swards.","1986-10-01 00:00:00","Latalowa, M., 1992. Forest changes at the Mesolithic/Early Neolithic transition and in the migration period on Wolin Island (NW Poland). Palaeoclimate Res, 8, pp.139-156.",NA,"Latalowa, M., 1992. Man and vegetation in the pollen diagrams from Wolin Island (NW Poland). Acta Palaeobotanica, 32(1), pp.123-249.",NA,"Latalowa, M., 1992. The last 1500 years on Wolin Island (NW Poland) in the light of palaeobotanical studies. Review of palaeobotany and palynology, 73(1-4), pp.213-226.","https://doi.org/10.1016/0034-6667(92)90059-P","Latalowa, M., 1989. Type Region Pu: Baltic shore, W part Wolin Island. Acta Palaeobotanica, 29(2), pp.115-120.",NA,"Ralska-Jasiewiczowa, M., and Latalowa, M., 1996. Poland. In: Editors. Palaeoecological events during the last 15000 years: regional syntheses of palaeoecological studies of lakes and mires in Europe ed. by B.E. Berglund, H.J.B. Birks, M. Ralska-Jasiewiczowa, and H.E. Wright (pp.403-472). J. Wiley and Sons, Chichester.",NA,NA,NA,NA,NA,NA,NA,49875.9249683916,"FIXED_100",NA
22862,"LegacyPollen_1.0","GEORGENF","GEORGENF","GEORGENF","10.21233/b2sa-vs04","","Neotoma (last access: 1 April 2021)",14584,"Georgenfelder Hochmoor","Georgenfelder Hochmoor",50.72794,13.74448,860,"Europe","Peat","Raw",31,"AWI",10,260,3061,93.4,2801,NA,NA,"Stebich, M. and Litt, T., 1997. Das Georgenfelder Hochmoor-ein Archiv fur Vegetations-, Siedlungs-und Bergbaugeschichte. Leipziger Geowissenschaften, 5, pp.209-216 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99538.221636339,"FIXED_100",NA
22874,"LegacyPollen_1.0","TORVERA2","TORVERA2","TORVERA2","10.21233/grf4-q917","","Neotoma (last access: 1 April 2021)",14593,"Torveraz","Torveraz",45.69528,6.860556,2415,"Europe","Lake","Raw",51,"AWI",5,-39,8804,176.9,8843,"Little lake-peat system. Physiography: Morainic lake (north versant of Rousses). Surrounding vegetation: Grass. Vegetation formation: Montain.",NA,"Miras, Y., Millet, L., Guiter, F., Ponel, P., de Beaulieu, J.L. and Goslar, T., 2006. Dynamique des ecosystemes et impact de l'homme dans le secteur du col du Petit Saint Bernard au cours de l'Holocene. Actes du Programme Interreg ""Alpis Graia"", 2-4 mars, 2006, Aoste, 31-50. Aosta, Italy.",NA,"Millet, L., Ortu, E., Miras, Y., Heiri, O., Magny, M. and Beaulieu, J.L.D., 2008. Les assemblages de Chironomidae et les corteges polliniques, outils de reconstitutions quantitatives des changements du climat holocene: une approche croisee au Col du Petit St Bernard, lac >, 2280 m. Collection EDYTEM. Cahiers de geographie, 6(1), pp.65-76 (in French).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643.0504,"GIS","l, GE, L2,"
22876,"LegacyPollen_1.0","LOD","LOD","LOD","10.21233/7dvy-1e52","","Neotoma (last access: 1 April 2021)",14594,"Lac de Lod","Lac de Lod",45.8025,7.609722,1460,"Europe","Lake","Raw",35,"AWI",2,486,3048,75.4,2562,"Lake. Surrounding vegetation: Meadow.","1993-01-01 00:00:00","Brugiapaglia, E., 1996. Dynamique de la vegetation tardiglaciaire et holocene dans les Alpes italiennes nord-occidentales. Master's thesis. Aix-Marseille III University, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9706.987,"GIS","l, GE, L2,"
22880,"LegacyPollen_1.0","ANNA","ANNA","ANNA","10.21233/a8eg-rs67","","Neotoma (last access: 1 April 2021)",14596,"Tourbière de Santa Anna","Tourbiere de Santa Anna",45.86415,7.789925,2304,"Europe","Peat","Raw",25,"AWI",4,362,10934,440.5,10572,"Peat bog. Surrounding vegetation: Picea abies, Pinus cembra, Larix decidua.",NA,"Brugiapaglia, E., 1996. Dynamique de la vegetation tardiglaciaire et holocene dans les Alpes italiennes nord-occidentales. Master's thesis. Aix-Marseille III University, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,139866.846530471,"FIXED_100",NA
22883,"LegacyPollen_1.0","PILAZ","PILAZ","PILAZ","10.21233/5qw0-fa47","","Neotoma (last access: 1 April 2021)",14598,"Tourbière de Pilaz","Tourbiere de Pilaz",45.81694,7.286111,1900,"Europe","Peat","Raw",62,"AWI",10,17,14869,243.5,14852,"Peat bog. Surrounding vegetation: Larix d., Picea a., Calluna vulgaris.","1993-01-01 00:00:00","Brugiapaglia, E., 1996. Dynamique de la vegetation tardiglaciaire et holocene dans les Alpes italiennes nord-occidentales. Master's thesis. Aix-Marseille III University, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20106.1929829747,"FIXED_100",NA
22887,"LegacyPollen_1.0","CHA2","CHA2","CHA2","10.21233/m5mg-k090","","Neotoma (last access: 1 April 2021)",14600,"Tourbière de Champlong","Tourbiere de Champlong",45.82512,7.645125,2320,"Europe","Peat","Raw",62,"AWI",4,-31,12892,211.9,12923,"Peat. Surrounding vegetation: Carex, Potentilla, Larix d.","1993-01-01 00:00:00","Brugiapaglia, E., 1996. Dynamique de la vegetation tardiglaciaire et holocene dans les Alpes italiennes nord-occidentales. Master's thesis. Aix-Marseille III University, Marseille, France.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
22890,"LegacyPollen_1.0","LINDEN","LINDEN","LINDEN","10.21233/h657-1t24","","Neotoma (last access: 1 April 2021)",14602,"Linden","Linden",46.85083,7.686111,900,"Europe","Peat","Raw",129,"AWI",10,523,15284,115.3,14761,"Disturbed raised bog. Physiography: Dead-ice depression.","1966-07-22 00:00:00","van der Knaap, W.O. and Ammann, B., 1997. Depth-age relationships of 25 well-dated Swiss Holocene pollen sequences archived in the Alpine Palynological Data-Base. Revue Paleobiol., Geneve (1997) 16 (2):, pp.433-480.",NA,"Heeb, K. and Welten, M., 1972. Moore und Vegetationsgeschichte der Schwarzenegg und des Molassevorlandes zwischen dem Aaretal unterhalb Thun und dem obern Emmental. Mitteilungen der Naturforschenden Gesellschaft in Bern. Neue Folge, 29, pp.1-54 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53092.9158456675,"FIXED_100",NA
22892,"LegacyPollen_1.0","KUMATA1","KUMATA1","KUMATA1","10.21233/keqf-m247","","Neotoma (last access: 1 April 2021)",14603,"Kumata","Kumata",42.59028,23.25167,1770,"Europe","Peat","Raw",20,"AWI",3,-61,1330,73.2,1391,"Peat bog. Physiography: Slopes of Vitosha mountain, valley. Surrounding vegetation: Forest Juniperus siber., Vaccinium myrt. Vegetation formation: Upper part of coniferous belt.",NA,"Tonkov, S. and Possnert, G., 2016. 30. Peat bog Kumata-1, Vitosha Mountain (Bulgaria). Grana, 55(3), pp.250-252.","https://doi.org/10.1080/00173134.2016.1146330",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1017.87601976309,"FIXED_100",NA
22894,"LegacyPollen_1.0","STEREGOI","STEREGOI","STEREGOI","10.21233/2sa7-q544","","Neotoma (last access: 1 April 2021)",14604,"Steregoiu","Steregoiu",47.8079,23.54031,790,"Europe","Lake","Raw",256,"AWI",19,-44.5,16972,66.7,17016.5,"Western flank of the Gutaiului mountains. Physiography: Former crater lake. Surrounding vegetation: Young Fagus and Picea stands.","1999-01-01 00:00:00","Bjorkman, L., Feurdean, A. and Wohlfarth, B., 2003. Late-glacial and holocene forest dynamics at Steregoiu in the Gutaiului Mountains, Northwest Romania. Review of Palaeobotany and Palynology, 124(1-2), pp.79-111.","https://doi.org/10.1016/S0034-6667(02)00249-X","Vanniere, B., Bossuet, G., Walter-Simonnet, A.V., Ruffaldi, P., Adatte, T., Rossy, M. and Magny, M., 2004. High-resolution record of environmental changes and tephrochronological markers of the Last Glacial-Holocene transition at Lake Lautrey (Jura, France). Journal of Quaternary Science: Published for the Quaternary Research Association, 19(8), pp.797-808.","https://doi.org/10.1002/jqs.873","Feurdean, A., Klotz, S., Mosbrugger, V. and Wohlfarth, B., 2008. Pollen-based quantitative reconstructions of Holocene climate variability in NW Romania. Palaeogeography, Palaeoclimatology, Palaeoecology, 260(3-4), pp.494-504.","https://doi.org/10.1016/j.palaeo.2007.12.014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4763.848,"Google Earth","Chenhzi: publication. Lake shapes: ? shape unclear"
22896,"LegacyPollen_1.0","SEMENIC1","SEMENIC1","SEMENIC1","10.21233/me4r-tx16","","Neotoma (last access: 1 April 2021)",14605,"Semenic","Semenic",45.18,22.05944,1400,"Europe","Peat","Raw",78,"AWI",6,-16,10223,133,10239,"Mire. Physiography: High plain. Surrounding vegetation: Beech, birch and oak forests.","1998-01-01 00:00:00","Rosch, M. and Fischer, E., 2000. A radiocarbon dated Holocene pollen profile from the Banat mountains (Southwestern Carpathians, Romania). Flora, 195(3), pp.277-286.","https://doi.org/10.1016/S0367-2530(17)30981-7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500144.692044149,"FIXED_100",NA
22904,"LegacyPollen_1.0","Bondone","Bondone","BONDONE","10.21233/qka4-j483","","Neotoma (last access: 1 April 2021)",14610,"Bondone","Bondone",46.01738,11.04167,1550,"Europe","Peat","Raw",76,"AWI",5,1438,18614,229,17176,"Physiography: Mountain. Surrounding vegetation: Forest.","1964-05-22 00:00:00","Gruger, J., 1967. Untersuchungen zur spatglazialen und fruhpostglazialen Vegetationsentwicklung der Sudalpen im Umkreis des Gardassees. Botanische Jahrbucher fur Systematik Pflanzengeschichte und Pflanzengeographie, 88, pp.163-199 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,69746.498502347,"FIXED_100",NA
22908,"LegacyPollen_1.0","LAVPICCO","LAVPICCO","LAVPICCO","10.21233/90xr-0g13","","Neotoma (last access: 1 April 2021)",14613,"Lago Piccolo di Avigliana","Lago Piccolo di Avigliana",45.05339,7.391,356,"Europe","Lake","Raw",387,"Neotoma_Finsinger et al. (2008)",16,331,19902,50.7,19571,"Lake. Physiography: Moraine dammed lake. Surrounding vegetation: Tree and shrubs.","2002-06-01 00:00:00","Finsinger, W. and Tinner, W., 2006. Holocene vegetation and land-use changes in response to climatic changes in the forelands of the southwestern Alps, Italy. Journal of Quaternary Science: Published for the Quaternary Research Association, 21(3), pp.243-258.","https://doi.org/10.1002/jqs.971","Finsinger, W., Belis, C., Blockley, S.P., Eicher, U., Leuenberger, M., Lotter, A.F. and Ammann, B., 2008. Temporal patterns in lacustrine stable isotopes as evidence for climate change during the late glacial in the Southern European Alps. Journal of Paleolimnology, 40(3), pp.885-895.","https://doi.org/10.1007/s10933-008-9205-7","Finsinger, W., Lane, C.S., van Den Brand, G.J., Wagner-Cremer, F., Blockley, S.P.E. and Lotter, A.F., 2011. The Lateglacial Quercus expansion in the southern European Alps: rapid vegetation response to a late Allerod climate warming?. Journal of Quaternary Science, 26(7), pp.694-702.","https://doi.org/10.1002/jqs.1493","Finsinger, W., Tinner, W., van der Knaap, W.O. and Ammann, B., 2006. The expansion of hazel (Corylus avellana L.) in the southern Alps: a key for understanding its early Holocene history in Europe?. Quaternary Science Reviews, 25(5-6), pp.612-631.","https://doi.org/10.1016/j.quascirev.2005.05.006","Lane, C.S., Blockley, S.P.E., Lotter, A.F., Finsinger, W., Filippi, M.L. and Matthews, I.P., 2012. A regional tephrostratigraphic framework for central and southern European climate archives during the Last Glacial to Interglacial transition: comparisons north and south of the Alps. Quaternary Science Reviews, 36, pp.50-58.","https://doi.org/10.1016/j.quascirev.2010.10.015","Vescovi, E., Ravazzi, C., Arpenti, E., Finsinger, W., Pini, R., Valsecchi, V., Wick, L., Ammann, B. and Tinner, W., 2007. Interactions between climate and vegetation during the Lateglacial period as recorded by lake and mire sediment archives in Northern Italy and Southern Switzerland. Quaternary Science Reviews, 26(11-12), pp.1650-1669.","https://doi.org/10.1016/j.quascirev.2007.03.005",NA,NA,NA,NA,647290.7,"Google Earth","l, LW, L1,"
22910,"LegacyPollen_1.0","CSOGLE","CSOGLE","CSOGLE","10.21233/f0a8-d318","","Neotoma (last access: 1 April 2021)",14614,"Csögle","Csogle",47.21583,17.255,134,"Europe","Peat","Raw",52,"Neotoma_CAL BP",4,584,11176,207.7,10592,"Bog. Physiography: Valey. Surrounding vegetation: Alnetum and cultivated fields.","1999-01-01 00:00:00","Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100",NA
22923,"LegacyPollen_1.0","VARNA3","VARNA3","VARNA3","10.21233/enr7-wa61","","Neotoma (last access: 1 April 2021)",2985,"Lake Varna","Lake Varna",43.19554,27.82777,0,"Europe","Lake","Raw",35,"AWI",6,-55,7999,236.9,8054,"Lake connected with the Black sea. Surrounding vegetation: halophytic vegetation and Phragmites. From Wikipedia: \Until the 20th century, fresh water from the lake emptied into the Black Sea through the Devnya River, but following the construction of the modern Port of Varna East (and the subsequent draining of the river), a canal was dug through the strip of sand between the sea and the lake between 1906 and 1909, which led to the lake's level dropping by 1.40 m and the incursion of sea water into the lake, which became brackish.\""""",NA,"Filipova-Marinova, M., Pavlov, D. and Giosan, L., 2016. Multi-proxy records of Holocene palaeoenvironmental changes in the Varna Lake area, western Black Sea coast. Quaternary International, 401, pp.99-108.","https://doi.org/10.1016/j.quaint.2015.05.009","Filipova-Marinova, M., Pavlov, D., Vergiev, S., Slavchev, V. and Giosan, L., 2013. Palaeoecology and geoarchaeology of Varna Lake, northeastern Bulgaria. Comptes rendus de l'Academie bulgare des Sciences, 66(3), pp.377-392.","https://doi.org/10.7546/CR-2013-66-3-13101331-9","Filipova-Marinova, M., Pavlov, D., Coolen, M., Giosan, L. and Vergiev, S., 2014. Contributions to the European Pollen Database. 22. Vegetation development in the central part of the Bulgarian Black Sea coast during the last 13 000 years. Grana, 53(3), pp.249-251.","https://doi.org/10.1080/00173134.2014.903294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16072258,"Google Earth",NA
22926,"LegacyPollen_1.0","SEELOH92","SEELOH92","SEELOH92","10.21233/d2tj-p590","","Neotoma (last access: 1 April 2021)",14621,"Seelohe","Seelohe",50.02372,11.85651,778,"Europe","Peat","Raw",51,"AWI",3,-43,7557,152,7600,"Bog. Physiography: Raised bog. Surrounding vegetation: Forest.","1983-12-31 00:00:00","Hahne, J., 1992. Investigations on the late and postglacial vegetation history in northeastern Bavaria (Bavarian Vogtland, Fichtelgebirge, Steinwald). Flora , 187 , pp.169-200 (in German).","https://doi.org/10.1016/S0367-2530(17)32221-1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100",NA
22931,"LegacyPollen_1.0","POLOSKE","POLOSKE","POLOSKE","10.21233/yp88-eq30","","Neotoma (last access: 1 April 2021)",14624,"Pölöske","Poloske",46.75611,16.92472,153,"Europe","Peat","Raw",88,"Neotoma_Giesecke et al. 2014 (MADCAP)",3,282,4810,52,4528,"Alluvial peat bog. Physiography: Valley. Surrounding vegetation: Quercus, Fagus aand cultived Pinus. Vegetation formation: Alpine-sub mediterranean effect.","1992-01-01 00:00:00","Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest.",NA,"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary).",NA,"Juhasz, I., Drescher-Schneider, R., Andrieu-Ponel, V. and De Beaulieu, J.L., 2001. Anthropogenic indicators in a palynological record from Poloske, Zala Region, Western Hungary. Universitatsforschungen zur Prahistorischen Archaologie, Bonn, 78:29-38 (in German).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2827.43338823081,"FIXED_100",NA
22936,"LegacyPollen_1.0","PAHOK","PAHOK","PAHOK","10.21233/88tp-8469","","Neotoma (last access: 1 April 2021)",14627,"Alsópáhok","Alsopahok",46.77444,17.17028,126,"Europe","Peat","Raw",85,"AWI",4,97,14206,168,14109,"Peat bog. Physiography: Depressed zone between low hills. Surrounding vegetation: Pastorale land. Vegetation formation: Saladiense zone.","1999-01-01 00:00:00","Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest.",NA,"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FIXED_100",NA
22938,"LegacyPollen_1.0","ZALAVAR","ZALAVAR","ZALAVAR","10.21233/tt6f-9c78","","Neotoma (last access: 1 April 2021)",14628,"Zalavár","Zalavar",46.78528,17.155,188,"Europe","Peat","Raw",63,"AWI",6,1165,11828,172,10663,"Peatland.","1992-01-01 00:00:00","Zatyko, C.S., Juhasz, I. and Sumegi, P., 2007. Environmental archaeology in Transdanubia. Varia archaeologica Hungarica 20. Archaeological Institute of the Hungarian Academy of Sciences, Budapest.",NA,"Juhasz, I., 2002. Reconstitution palynologique de la vegetation depuis le Tardiglaciaire dans la region de Zala, sud-est de la Hongrie. [Palynological Reconstruction of the Lateglacial and Holocene Vegetation in South-west Hungary]. Doctoral dissertation. University of Aix-Marseille III (Marseille, France) and University of Pecs (Pecs, Hungary).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9852.03456165759,"FIXED_100",NA
22942,"LegacyPollen_1.0","WOR82_N","WOR82_N","WOR82_N","10.21233/h3bs-6188","","Neotoma (last access: 1 April 2021)",14630,"Woryty","Woryty",53.75265,20.20645,105,"Europe","Lake","Raw",84,"AWI",12,291,13617,160.6,13326,"Extinct overgrown lake. Physiography: Among moraine hills. Surrounding vegetation: Fields, fragm. of mixed pine-oak forests.","1979-07-01 00:00:00","Ciesla, A., Ralska-Jasiewiczowa, M. and Stupnicka, E., 1977. Paleobotanical and geochemical investigations of the lacustrine deposits at Woryty near Olsztyn (Northeastern Poland). Polskie Archiwum Hydrobiologii, 25(1-2), pp.61-73.",NA,"Noryskiewicz, B. and Ralska-Jasiewiczowa, M., 1989. Type Region Pw: Dobrzyn-Olsztyn Lake District. Acta Palaeobotanica, 29(2), pp.85-93.",NA,"Pawlikowski, M., Ralska-Jasiewiczowa, M., Schonborn, W., Stupnicka, E. and Szeroczynska, K. 1982. Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years. Acta Palaeobotanica, 22(1), pp.85-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175362.9,"Google Earth","rough estmation of dried up lake shape basen on topography"
22944,"LegacyPollen_1.0","WOR80_N","WOR80_N","WOR80_N","10.21233/77r6-x076","","Neotoma (last access: 1 April 2021)",14630,"Woryty","Woryty",53.75265,20.20645,105,"Europe","Lake","Raw",101,"AWI",8,220,9378,91.6,9158,"Extinct overgrown lake. Physiography: Among moraine hills. Surrounding vegetation: Fields, fragm. of mixed pine-oak forests.","1974-01-01 00:00:00","Ciesla, A., Ralska-Jasiewiczowa, M. and Stupnicka, E., 1977. Paleobotanical and geochemical investigations of the lacustrine deposits at Woryty near Olsztyn (Northeastern Poland). Polskie Archiwum Hydrobiologii, 25(1-2), pp.61-73.",NA,"Noryskiewicz, B. and Ralska-Jasiewiczowa, M., 1989. Type Region Pw: Dobrzyn-Olsztyn Lake District. Acta Palaeobotanica, 29(2), pp.85-93.",NA,"Pawlikowski, M., Ralska-Jasiewiczowa, M., Schonborn, W., Stupnicka, E. and Szeroczynska, K. 1982. Woryty near Gietrzwald, Olsztyn Lake District, NE Poland - vegetational history and lake development during the last 12,000 years. Acta Palaeobotanica, 22(1), pp.85-116.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175362.9,"Google Earth","rough estmation of dried up lake shape basen on topography"
